type,sex, age, ecactivity, worktype, commutetime, town,x,y
17453,F,4,at home,undef,not commuting,586021,-564531,-1.20237e+06
17454,F,39,working,industry,not commuting,586021,-564531,-1.20237e+06
17455,M,63,working,industry,not commuting,586021,-564476,-1.2028e+06
17456,F,31,at home,undef,not commuting,586021,-565326,-1.20183e+06
17457,F,40,at home,undef,not commuting,586021,-564333,-1.20246e+06
17458,M,20,at home,undef,not commuting,586021,-564333,-1.20246e+06
17459,M,17,student,undef,60 to 90 mins,586021,-564333,-1.20246e+06
17460,M,42,at home,undef,not commuting,586021,-564333,-1.20246e+06
17461,F,13,student,undef,not commuting,586021,-565234,-1.20179e+06
17462,F,17,student,undef,30 to 45 mins,586021,-565234,-1.20179e+06
17463,F,4,at home,undef,not commuting,586021,-563513,-1.20181e+06
17464,F,36,working,tradeandmoto,not commuting,586021,-563513,-1.20181e+06
17465,M,35,working,transportation,not commuting,586021,-563513,-1.20181e+06
17466,M,10,student,undef,not commuting,586021,-564389,-1.20249e+06
17467,F,35,at home,undef,not commuting,586021,-564389,-1.20249e+06
17468,F,57,working,publicsector,not commuting,586021,-564389,-1.20249e+06
17469,M,5,at home,undef,not commuting,586021,-564791,-1.20187e+06
17470,M,38,working,industry,not commuting,586021,-564791,-1.20187e+06
17471,M,3,at home,undef,not commuting,586021,-564791,-1.20187e+06
17472,F,34,working,eatinghousing,not commuting,586021,-564791,-1.20187e+06
17473,M,72,retired,undef,not commuting,586021,-563365,-1.20146e+06
17474,F,20,at home,undef,not commuting,586021,-563901,-1.20264e+06
17475,F,41,working,construction,not commuting,586021,-563901,-1.20264e+06
17476,M,17,student,undef,less than 15min,586021,-563901,-1.20264e+06
17477,M,46,working,eatinghousing,not commuting,586021,-563901,-1.20264e+06
17478,F,68,retired,undef,not commuting,586021,-564502,-1.20249e+06
17479,M,48,working,industry,15 to 30 min,586021,-564502,-1.20249e+06
17480,M,73,retired,undef,not commuting,586021,-564502,-1.20249e+06
17481,M,76,retired,undef,not commuting,586021,-563383,-1.20153e+06
17482,F,77,retired,undef,not commuting,586021,-563383,-1.20153e+06
17483,F,62,retired,undef,not commuting,586021,-563663,-1.20281e+06
17484,F,75,retired,undef,not commuting,586021,-565344,-1.20178e+06
17485,F,999,retired,undef,not commuting,586021,-565344,-1.20178e+06
17486,M,30,at home,undef,not commuting,586021,-564587,-1.20184e+06
17487,M,0,at home,undef,not commuting,586021,-564587,-1.20184e+06
17488,F,33,working,industry,not commuting,586021,-564587,-1.20184e+06
17489,M,58,at home,undef,not commuting,586021,-563703,-1.20277e+06
17490,F,55,working,industry,not commuting,586021,-563703,-1.20277e+06
17491,F,32,at home,undef,not commuting,586021,-563703,-1.20277e+06
17492,F,36,working,transportation,not commuting,586021,-564301,-1.20308e+06
17493,M,12,student,undef,not commuting,586021,-564301,-1.20308e+06
17494,M,14,student,undef,not commuting,586021,-564301,-1.20308e+06
17495,F,47,working,transportation,not commuting,586021,-564584,-1.20153e+06
17496,M,42,at home,undef,not commuting,586021,-563710,-1.20199e+06
17497,F,39,working,industry,not commuting,586021,-563710,-1.20199e+06
17498,M,7,student,undef,not commuting,586021,-563710,-1.20199e+06
17499,M,59,at home,undef,not commuting,586021,-563885,-1.20292e+06
17500,F,53,working,transportation,not commuting,586021,-563862,-1.2024e+06
17501,M,29,working,adminetc,not commuting,586021,-563611,-1.2024e+06
17502,M,22,at home,undef,not commuting,586021,-563915,-1.2027e+06
17503,M,25,at home,undef,not commuting,586021,-563915,-1.2027e+06
17504,F,46,at home,undef,not commuting,586021,-563915,-1.2027e+06
17505,M,52,at home,undef,not commuting,586021,-563915,-1.2027e+06
17506,M,51,working,industry,60 to 90 mins,586021,-565647,-1.20251e+06
17507,F,49,working,publicsector,not commuting,586021,-565647,-1.20251e+06
17508,F,18,student,undef,30 to 45 mins,586021,-565647,-1.20251e+06
17509,M,49,working,banks,not commuting,586021,-564791,-1.20187e+06
17510,M,59,at home,undef,not commuting,586021,-565965,-1.20408e+06
17511,M,59,working,industry,not commuting,586021,-565111,-1.20165e+06
17512,M,37,at home,undef,not commuting,586021,-564138,-1.2019e+06
17513,F,9,student,undef,not commuting,586021,-564138,-1.2019e+06
17514,M,14,student,undef,not commuting,586021,-564138,-1.2019e+06
17515,F,35,at home,undef,not commuting,586021,-564138,-1.2019e+06
17516,F,16,working,adminetc,not commuting,586021,-565088,-1.20187e+06
17517,M,19,working,industry,not commuting,586021,-565088,-1.20187e+06
17518,F,42,at home,undef,not commuting,586021,-565088,-1.20187e+06
17519,M,63,retired,undef,not commuting,586021,-564153,-1.20186e+06
17520,F,78,retired,undef,not commuting,586021,-564702,-1.20223e+06
17521,F,4,at home,undef,not commuting,586021,-563712,-1.2029e+06
17522,M,53,working,industry,15 to 30 min,586021,-563712,-1.2029e+06
17523,F,35,working,it,not commuting,586021,-563712,-1.2029e+06
17524,M,81,retired,undef,not commuting,586021,-564065,-1.2019e+06
17525,F,75,retired,undef,not commuting,586021,-564065,-1.2019e+06
17526,F,63,retired,undef,not commuting,586021,-564048,-1.20243e+06
17527,F,82,retired,undef,not commuting,586021,-564048,-1.20243e+06
17528,M,55,working,adminetc,not commuting,586021,-564048,-1.20243e+06
17529,F,63,retired,undef,not commuting,586021,-563708,-1.20295e+06
17530,M,61,retired,undef,not commuting,586021,-563708,-1.20295e+06
17531,M,0,at home,undef,not commuting,586021,-564694,-1.20174e+06
17532,M,55,working,industry,not commuting,586021,-564694,-1.20174e+06
17533,F,6,student,undef,not commuting,586021,-564694,-1.20174e+06
17534,F,30,working,construction,not commuting,586021,-564694,-1.20174e+06
17535,M,3,at home,undef,not commuting,586021,-564694,-1.20174e+06
17536,M,60,retired,undef,not commuting,586021,-565366,-1.20154e+06
17537,F,61,retired,undef,not commuting,586021,-565366,-1.20154e+06
17538,M,24,at home,undef,not commuting,586021,-565745,-1.20169e+06
17539,M,26,working,industry,not commuting,586021,-565745,-1.20169e+06
17540,F,50,working,publicsector,not commuting,586021,-565745,-1.20169e+06
17541,M,52,working,health,not commuting,586021,-565745,-1.20169e+06
17542,F,28,working,health,not commuting,586021,-564309,-1.20182e+06
17543,F,51,working,health,not commuting,586021,-564309,-1.20182e+06
17544,M,76,retired,undef,not commuting,586021,-563714,-1.20281e+06
17545,F,74,retired,undef,not commuting,586021,-563714,-1.20281e+06
17546,F,39,working,tradeandmoto,not commuting,586021,-564206,-1.20304e+06
17547,M,38,at home,undef,not commuting,586021,-563227,-1.20169e+06
17548,F,23,at home,undef,not commuting,586021,-565830,-1.20221e+06
17549,M,66,retired,undef,not commuting,586021,-562607,-1.20066e+06
17550,F,62,retired,undef,not commuting,586021,-562607,-1.20066e+06
17551,F,57,at home,undef,not commuting,586021,-563741,-1.20305e+06
17552,M,58,working,construction,not commuting,586021,-563741,-1.20305e+06
17553,M,32,at home,undef,not commuting,586021,-564379,-1.20201e+06
17554,M,34,working,industry,not commuting,586021,-563611,-1.2024e+06
17555,F,34,working,industry,more than 90 mins,586021,-563611,-1.2024e+06
17556,F,14,student,undef,not commuting,586021,-563611,-1.2024e+06
17557,M,46,working,eatinghousing,not commuting,586021,-565156,-1.20171e+06
17558,F,52,working,industry,not commuting,586021,-565156,-1.20171e+06
17559,M,54,working,health,not commuting,586021,-563773,-1.20301e+06
17560,F,53,at home,undef,not commuting,586021,-563773,-1.20301e+06
17561,F,28,working,education,not commuting,586021,-563773,-1.20301e+06
17562,M,50,at home,undef,not commuting,586021,-564668,-1.20198e+06
17563,F,21,working,tradeandmoto,not commuting,586021,-564668,-1.20198e+06
17564,F,28,at home,undef,not commuting,586021,-564668,-1.20198e+06
17565,F,47,at home,undef,not commuting,586021,-564668,-1.20198e+06
17566,F,11,student,undef,not commuting,586021,-563767,-1.20298e+06
17567,F,37,working,agriculture,not commuting,586021,-563767,-1.20298e+06
17568,M,45,at home,undef,not commuting,586021,-563767,-1.20298e+06
17569,M,14,student,undef,not commuting,586021,-563767,-1.20298e+06
17570,F,22,at home,undef,not commuting,586021,-564202,-1.20237e+06
17571,F,7,student,undef,not commuting,586021,-564202,-1.20237e+06
17572,M,46,working,industry,not commuting,586021,-564202,-1.20237e+06
17573,M,60,retired,undef,not commuting,586021,-564378,-1.20308e+06
17574,M,14,student,undef,not commuting,586021,-564378,-1.20308e+06
17575,F,42,working,education,not commuting,586021,-564378,-1.20308e+06
17576,F,20,at home,undef,not commuting,586021,-564378,-1.20308e+06
17577,M,21,at home,undef,not commuting,586021,-564378,-1.20308e+06
17578,M,36,working,it,not commuting,586021,-564891,-1.20162e+06
17579,M,66,retired,undef,not commuting,586021,-564891,-1.20162e+06
17580,F,63,retired,undef,not commuting,586021,-564891,-1.20162e+06
17581,F,68,retired,undef,not commuting,586021,-563922,-1.20225e+06
17582,F,80,retired,undef,not commuting,586021,-566068,-1.20383e+06
17583,M,51,working,transportation,not commuting,586021,-565818,-1.20172e+06
17584,M,30,at home,undef,not commuting,586021,-565303,-1.20162e+06
17585,F,68,retired,undef,not commuting,586021,-563971,-1.20262e+06
17586,M,69,retired,undef,not commuting,586021,-563971,-1.20262e+06
17587,F,77,retired,undef,not commuting,586021,-563826,-1.20274e+06
17588,F,29,at home,undef,not commuting,586021,-563720,-1.20166e+06
17589,M,34,at home,undef,not commuting,586021,-565331,-1.20165e+06
17590,M,64,working,publicsector,not commuting,586021,-564628,-1.20269e+06
17591,F,62,retired,undef,not commuting,586021,-564628,-1.20269e+06
17592,M,37,working,construction,not commuting,586021,-564913,-1.20156e+06
17593,F,70,retired,undef,not commuting,586021,-564913,-1.20156e+06
17594,M,24,at home,undef,not commuting,586021,-563414,-1.20148e+06
17595,M,23,working,industry,15 to 30 min,586021,-563414,-1.20148e+06
17596,F,44,working,publicsector,not commuting,586021,-563414,-1.20148e+06
17597,F,78,retired,undef,not commuting,586021,-564389,-1.20249e+06
17598,M,84,retired,undef,not commuting,586021,-564389,-1.20249e+06
17599,M,52,at home,undef,not commuting,586021,-564665,-1.20234e+06
17600,M,79,retired,undef,not commuting,586021,-563425,-1.20167e+06
17601,F,79,retired,undef,not commuting,586021,-563425,-1.20167e+06
17602,M,35,working,education,not commuting,586021,-565574,-1.20211e+06
17603,M,48,at home,undef,not commuting,586021,-563644,-1.20265e+06
17604,F,45,working,publicsector,not commuting,586021,-563644,-1.20265e+06
17605,M,26,working,publicsector,not commuting,586021,-563644,-1.20265e+06
17606,M,33,working,tradeandmoto,not commuting,586021,-564628,-1.20269e+06
17607,M,53,working,tradeandmoto,not commuting,586021,-563767,-1.20298e+06
17608,F,61,retired,undef,not commuting,586021,-563425,-1.20167e+06
17609,F,35,at home,undef,not commuting,586021,-564127,-1.20289e+06
17610,F,53,working,industry,not commuting,586021,-563838,-1.20216e+06
17611,M,56,working,industry,not commuting,586021,-563838,-1.20216e+06
17612,F,39,working,industry,not commuting,586021,-563697,-1.20248e+06
17613,M,30,at home,undef,not commuting,586021,-563697,-1.20248e+06
17614,M,19,at home,undef,not commuting,586021,-563697,-1.20248e+06
17615,F,10,student,undef,not commuting,586021,-563575,-1.20175e+06
17616,M,4,at home,undef,not commuting,586021,-563575,-1.20175e+06
17617,F,33,at home,undef,not commuting,586021,-563575,-1.20175e+06
17618,M,37,working,industry,60 to 90 mins,586021,-563575,-1.20175e+06
17619,M,37,at home,undef,not commuting,586021,-564476,-1.2028e+06
17620,F,14,student,undef,not commuting,586021,-564476,-1.2028e+06
17621,F,35,working,it,not commuting,586021,-564476,-1.2028e+06
17622,F,5,at home,undef,not commuting,586021,-564476,-1.2028e+06
17623,M,35,working,eatinghousing,not commuting,586021,-563644,-1.20265e+06
17624,M,77,retired,undef,not commuting,586021,-563773,-1.20273e+06
17625,F,78,retired,undef,not commuting,586021,-563773,-1.20273e+06
17626,F,61,retired,undef,not commuting,586021,-564818,-1.20172e+06
17627,M,65,retired,undef,not commuting,586021,-564818,-1.20172e+06
17628,M,58,at home,undef,not commuting,586021,-563712,-1.2029e+06
17629,F,52,working,education,not commuting,586021,-563712,-1.2029e+06
17630,M,34,working,construction,not commuting,586021,-564584,-1.20153e+06
17631,F,53,working,tradeandmoto,not commuting,586021,-564323,-1.20235e+06
17632,M,25,working,eatinghousing,not commuting,586021,-564323,-1.20235e+06
17633,M,8,student,undef,not commuting,586021,-563915,-1.2027e+06
17634,M,3,at home,undef,not commuting,586021,-563915,-1.2027e+06
17635,F,34,at home,undef,not commuting,586021,-563915,-1.2027e+06
17636,F,64,retired,undef,not commuting,586021,-563915,-1.2027e+06
17637,M,49,working,tradeandmoto,not commuting,586021,-565799,-1.2023e+06
17638,M,2,at home,undef,not commuting,586021,-565624,-1.202e+06
17639,M,5,at home,undef,not commuting,586021,-565624,-1.202e+06
17640,M,35,working,adminetc,not commuting,586021,-565624,-1.202e+06
17641,F,34,working,industry,not commuting,586021,-565624,-1.202e+06
17642,M,32,working,industry,not commuting,586021,-565702,-1.20171e+06
17643,F,24,working,industry,not commuting,586021,-565702,-1.20171e+06
17644,M,26,working,tradeandmoto,15 to 30 min,586021,-565702,-1.20171e+06
17645,F,47,at home,undef,not commuting,586021,-565702,-1.20171e+06
17646,M,2,at home,undef,not commuting,586021,-563915,-1.2027e+06
17647,F,32,working,industry,not commuting,586021,-563915,-1.2027e+06
17648,M,33,working,health,15 to 30 min,586021,-563915,-1.2027e+06
17649,F,33,working,industry,not commuting,586021,-564059,-1.20296e+06
17650,F,49,at home,undef,not commuting,586021,-563845,-1.20175e+06
17651,M,51,at home,undef,not commuting,586021,-563845,-1.20175e+06
17652,M,28,working,industry,not commuting,586021,-563845,-1.20175e+06
17653,F,59,working,industry,not commuting,586021,-564454,-1.20258e+06
17654,M,59,working,industry,less than 15min,586021,-564454,-1.20258e+06
17655,M,23,at home,undef,not commuting,586021,-564454,-1.20258e+06
17656,F,41,working,industry,not commuting,586021,-564400,-1.20126e+06
17657,M,19,at home,undef,not commuting,586021,-564400,-1.20126e+06
17658,M,50,working,publicsector,not commuting,586021,-564400,-1.20126e+06
17659,M,16,student,undef,not commuting,586021,-564400,-1.20126e+06
17660,M,35,working,industry,not commuting,586021,-564432,-1.20265e+06
17661,M,58,at home,undef,not commuting,586021,-564432,-1.20265e+06
17662,M,74,retired,undef,not commuting,586021,-563683,-1.20242e+06
17663,F,38,at home,undef,not commuting,586021,-563683,-1.20242e+06
17664,M,17,student,undef,not commuting,586021,-563683,-1.20242e+06
17665,F,82,retired,undef,not commuting,586021,-564891,-1.20162e+06
17666,F,68,retired,undef,not commuting,586021,-564558,-1.2016e+06
17667,M,70,retired,undef,not commuting,586021,-564558,-1.2016e+06
17668,F,27,at home,undef,not commuting,586021,-564437,-1.20217e+06
17669,F,48,working,publicsector,not commuting,586021,-564437,-1.20217e+06
17670,M,52,working,industry,not commuting,586021,-564437,-1.20217e+06
17671,F,63,retired,undef,not commuting,586021,-565111,-1.20165e+06
17672,F,18,student,undef,not commuting,586021,-563665,-1.20195e+06
17673,M,63,retired,undef,not commuting,586021,-565548,-1.20197e+06
17674,M,57,working,adminetc,not commuting,586021,-563700,-1.20264e+06
17675,F,1,at home,undef,not commuting,586021,-563378,-1.20159e+06
17676,M,1,at home,undef,not commuting,586021,-563378,-1.20159e+06
17677,M,30,at home,undef,not commuting,586021,-564791,-1.20187e+06
17678,F,67,retired,undef,not commuting,586021,-564791,-1.20187e+06
17679,M,71,retired,undef,not commuting,586021,-564791,-1.20187e+06
17680,F,27,working,construction,not commuting,586021,-564651,-1.20241e+06
17681,M,29,working,construction,not commuting,586021,-564651,-1.20241e+06
17682,M,28,working,construction,not commuting,586021,-563663,-1.20281e+06
17683,F,27,working,transportation,not commuting,586021,-563663,-1.20281e+06
17684,F,42,working,education,not commuting,586021,-564056,-1.20263e+06
17685,M,21,working,adminetc,not commuting,586021,-564056,-1.20263e+06
17686,M,20,at home,undef,not commuting,586021,-564056,-1.20263e+06
17687,M,49,at home,undef,not commuting,586021,-564056,-1.20263e+06
17688,F,20,at home,undef,not commuting,586021,-564791,-1.20187e+06
17689,F,40,at home,undef,not commuting,586021,-564791,-1.20187e+06
17690,M,16,working,publicsector,not commuting,586021,-564791,-1.20187e+06
17691,M,34,working,health,not commuting,586021,-563052,-1.20107e+06
17692,F,30,working,education,not commuting,586021,-563052,-1.20107e+06
17693,M,51,working,adminetc,not commuting,586021,-564545,-1.20194e+06
17694,M,22,at home,undef,not commuting,586021,-563965,-1.2022e+06
17695,M,47,at home,undef,not commuting,586021,-563965,-1.2022e+06
17696,F,60,retired,undef,not commuting,586021,-564435,-1.20177e+06
17697,M,59,working,it,not commuting,586021,-564435,-1.20177e+06
17698,M,52,working,adminetc,not commuting,586021,-563665,-1.20195e+06
17699,F,51,working,eatinghousing,not commuting,586021,-563665,-1.20195e+06
17700,F,90,retired,undef,not commuting,586021,-565463,-1.20203e+06
